,cik_Filing,CIK,titleOfClass,putCall,investmentDiscretion,value
576819,1484972,878518,COM,Call,SOLE,4000
576820,1484972,879169,COM,Put,SOLE,882000
576822,1484972,879407,COM,Call,SOLE,50000
576823,1484972,879407,COM,Put,SOLE,118000
576824,1484972,882095,COM,Call,SOLE,623000
576825,1484972,882095,COM,Put,SOLE,185000
576827,1484972,882508,COM NEW,Call,SOLE,6000
576828,1484972,882796,COM,Call,SOLE,98000
576829,1484972,882796,COM,Put,SOLE,1247000
576831,1484972,883902,COM,Call,SOLE,12000
576832,1484972,884269,COM,Call,SOLE,11000
576833,1484972,884269,COM,Put,SOLE,33000
576834,1484972,884394,BLOOMBERG 1-3 MO,Call,SOLE,3000
576835,1484972,884394,BLOOMBERG 1-3 MO,Put,SOLE,10000
576838,1484972,884394,S&P BIOTECH,Call,SOLE,80000
576839,1484972,884394,S&P BIOTECH,Put,SOLE,5948000
576841,1484972,884394,S&P BK ETF,Call,SOLE,61000
576842,1484972,884394,S&P METALS MNG,Call,SOLE,121000
576843,1484972,884394,S&P OILGAS EXP,Call,SOLE,77000
576844,1484972,884394,S&P OILGAS EXP,Put,SOLE,2665000
576845,1484972,884394,S&P REGL BKG,Call,SOLE,46000
576846,1484972,884394,S&P REGL BKG,Put,SOLE,202000
576848,1484972,884394,S&P RETAIL ETF,Call,SOLE,167000
576849,1484972,884394,S&P RETAIL ETF,Put,SOLE,294000
576850,1484972,884394,TR UNIT,Call,SOLE,19398000
576851,1484972,884394,TR UNIT,Put,SOLE,1934000
576852,1484972,88559,COM,Call,SOLE,57000
576853,1484972,88559,COM,Put,SOLE,26000
576854,1484972,885639,COM,Call,SOLE,75000
576855,1484972,885639,COM,Put,SOLE,44000
576856,1484972,885725,COM,Put,SOLE,48000
576858,1484972,886128,COM,Call,SOLE,61000
576859,1484972,886128,COM,Put,SOLE,153000
576860,1484972,886158,COM,Call,SOLE,76000
576861,1484972,886158,COM,Put,SOLE,73000
576862,1484972,886744,COM,Call,SOLE,9000
576863,1484972,886744,COM,Put,SOLE,3000
576864,1484972,886977,COM,Put,SOLE,19000
576865,1484972,886982,COM,Call,SOLE,1633000
576866,1484972,886982,COM,Put,SOLE,703000
576867,1484972,886986,CL B,Call,SOLE,39000
576868,1484972,886986,CL B,Put,SOLE,27000
576870,1484972,887247,COM NEW,Call,SOLE,1000
576871,1484972,887247,COM NEW,Put,SOLE,3000
576872,1484972,887596,COM,Call,SOLE,49000
576873,1484972,889132,SPONSORED ADR,Put,SOLE,142000
576875,1484972,890447,COM,Call,SOLE,34000
576876,1484972,890447,COM,Put,SOLE,17000
576877,1484972,890491,COM,Call,SOLE,4000
576878,1484972,891103,COM,Call,SOLE,8956000
576879,1484972,891293,COM,Call,SOLE,11000
576880,1484972,891478,ADR,Call,SOLE,6000
576881,1484972,891478,ADR,Put,SOLE,15000
576882,1484972,891482,COM,Call,SOLE,33000
576883,1484972,891482,COM,Put,SOLE,7000
576884,1484972,894627,COM NEW,Call,SOLE,8000
576885,1484972,895419,COM,Call,SOLE,297000
576886,1484972,895421,COM NEW,Call,SOLE,230000
576887,1484972,895421,COM NEW,Put,SOLE,66000
576889,1484972,895728,COM,Call,SOLE,4000
576890,1484972,895728,COM,Put,SOLE,3492000
576892,1484972,896878,COM,Call,SOLE,239000
576893,1484972,896878,COM,Put,SOLE,99000
576895,1484972,897429,COM,Call,SOLE,21000
576896,1484972,89946,COM NEW,Call,SOLE,19000
576897,1484972,89946,COM NEW,Put,SOLE,16000
576898,1484972,899689,SH BEN INT,Put,SOLE,69000
576899,1484972,899715,COM,Call,SOLE,116000
576900,1484972,901832,SPONSORED ADR,Call,SOLE,78000
576901,1484972,901832,SPONSORED ADR,Put,SOLE,426000
576903,1484972,904851,SPON ADR CL D,Put,SOLE,9000
576904,1484972,905036,CL A,Call,SOLE,445000
576905,1484972,906709,COM,Put,SOLE,37000
576906,1484972,908255,COM,Call,SOLE,6000
576907,1484972,908937,COM,Call,SOLE,18000
576908,1484972,908937,COM,Put,SOLE,61000
576910,1484972,909832,COM,Call,SOLE,2453000
576911,1484972,909832,COM,Put,SOLE,150000
576913,1484972,910638,COM NEW,Call,SOLE,120000
576914,1484972,910638,COM NEW,Put,SOLE,76000
576916,1484972,912242,COM,Put,SOLE,32000
576919,1484972,91329,SHS NEW,Call,SOLE,11000
576920,1484972,914208,SHS,Call,SOLE,5000
576921,1484972,914866,COM,Call,SOLE,7000
576922,1484972,915912,COM,Call,SOLE,196000
576923,1484972,915913,COM,Call,SOLE,304000
576924,1484972,915913,COM,Put,SOLE,104000
576927,1484972,917851,SPONSORED ADS,Call,SOLE,126000
576928,1484972,917851,SPONSORED ADS,Put,SOLE,43000
576931,1484972,919012,COM,Call,SOLE,10000
576932,1484972,919012,COM,Put,SOLE,79000
576934,1484972,92122,COM,Call,SOLE,55000
576935,1484972,92122,COM,Put,SOLE,21000
576936,1484972,921638,COM,Put,SOLE,35000
576938,1484972,921738,COM,Call,SOLE,64000
576939,1484972,921738,COM,Put,SOLE,278000
576941,1484972,922864,CL A,Call,SOLE,16000
576942,1484972,923796,COM,Call,SOLE,15000
576943,1484972,9238,COM,Call,SOLE,3254000
576944,1484972,9238,COM,Put,SOLE,380000
576945,1484972,923894,COM,Call,SOLE,17000
576946,1484972,923894,COM,Put,SOLE,38000
576948,1484972,924613,SPONSORED ADR,Call,SOLE,226000
576949,1484972,924613,SPONSORED ADR,Put,SOLE,60000
576950,1484972,926042,SPONSORED ADR,Call,SOLE,76000
576951,1484972,926042,SPONSORED ADR,Put,SOLE,11000
576953,1484972,927066,COM,Call,SOLE,460000
576954,1484972,927066,COM,Put,SOLE,131000
576955,1484972,928022,COM,Call,SOLE,308000
576957,1484972,928876,SHS NEW,Put,SOLE,1000
576960,1484972,930667,MSCI BRAZIL ETF,Call,SOLE,31000
576961,1484972,930667,MSCI BRAZIL ETF,Put,SOLE,98000
576962,1484972,930667,MSCI CDA ETF,Call,SOLE,1985000
576963,1484972,930667,MSCI CDA ETF,Put,SOLE,8886000
576964,1484972,930667,MSCI CHILE ETF,Put,SOLE,554000
576966,1484972,930667,MSCI GERMANY ETF,Put,SOLE,53000
576968,1484972,930667,MSCI JPN ETF NEW,Call,SOLE,4000
576969,1484972,930667,MSCI JPN ETF NEW,Put,SOLE,12000
576970,1484972,930667,MSCI MEXICO ETF,Call,SOLE,16000
576972,1484972,930667,MSCI STH KOR ETF,Put,SOLE,83000
576973,1484972,930667,MSCI TURKEY ETF,Call,SOLE,12000
576974,1484972,930667,MSCI TURKEY ETF,Put,SOLE,46000
576975,1484972,931148,COM,Call,SOLE,21000
576976,1484972,931622,NAMEN AKT,Call,SOLE,121000
576977,1484972,931622,NAMEN AKT,Put,SOLE,3000
576978,1484972,932455,COM,Call,SOLE,93000
576979,1484972,932455,COM,Put,SOLE,83000
576981,1484972,932787,NY REGISTRY,Call,SOLE,175000
576982,1484972,933738,COM,Call,SOLE,1000
576983,1484972,9341,COM,Call,SOLE,289000
576984,1484972,9341,COM,Put,SOLE,61000
576986,1484972,934349,COM NEW,Call,SOLE,7000
576987,1484972,934349,COM NEW,Put,SOLE,7000
576988,1484972,935703,COM,Call,SOLE,57000
576991,1484972,936468,COM,Call,SOLE,92000
576992,1484972,936468,COM,Put,SOLE,71000
576994,1484972,937966,N Y REGISTRY SHS,Call,SOLE,801000
576995,1484972,937966,N Y REGISTRY SHS,Put,SOLE,208000
576996,1484972,939767,COM,Call,SOLE,9000
576997,1484972,943823,COM,Call,SOLE,10466000
576998,1484972,944809,COM,Call,SOLE,175000
576999,1484972,947263,COM NEW,Call,SOLE,272000
577000,1484972,947263,COM NEW,Put,SOLE,539000
577001,1484972,94845,CL A COM STK,Call,SOLE,15000
577002,1484972,94845,CL A COM STK,Put,SOLE,14000
577003,1484972,948708,COM NEW,Call,SOLE,4000
577004,1484972,949157,COM,Call,SOLE,55000
577005,1484972,94987,CL A,Put,SOLE,328000
577006,1484972,95552,COM,Put,SOLE,45000
577007,1484972,96021,COM,Put,SOLE,29000
577009,1484972,9622,COM,Put,SOLE,1001000
577012,1484972,9631,COM,Put,SOLE,1045000
577015,1484972,97472,COM,Call,SOLE,22000
577016,1484972,97472,COM,Put,SOLE,189000
577018,1484972,97745,COM,Call,SOLE,1758000
578009,1488542,1000177,CALL,Call,SOLE,234000
578011,1488542,1000177,PUT,Put,SOLE,198000
578012,1488542,1000184,CALL,Call,SOLE,8784000
578013,1488542,1000184,PUT,Put,SOLE,1246000
578014,1488542,1000209,CALL,Call,SOLE,119000
578016,1488542,1000209,PUT,Put,SOLE,259000
578017,1488542,1000228,CALL,Call,SOLE,837000
578019,1488542,1000228,PUT,Put,SOLE,155000
578020,1488542,1000229,CALL,Call,SOLE,285000
578022,1488542,1000229,PUT,Put,SOLE,17000
578023,1488542,1000275,CALL,Call,SOLE,6357000
578024,1488542,1000275,PUT,Put,SOLE,4914000
578025,1488542,1000298,CALL,Call,SOLE,14000
578026,1488542,1000623,CALL,Call,SOLE,41000
578027,1488542,1000623,PUT,Put,SOLE,149000
578028,1488542,1000694,CALL,Call,SOLE,51090000
578030,1488542,1000694,PUT,Put,SOLE,83695000
578031,1488542,1000753,CALL,Call,SOLE,496000
578033,1488542,1000753,PUT,Put,SOLE,36000
578034,1488542,1001082,CALL,Call,SOLE,11454000
578036,1488542,1001082,PUT,Put,SOLE,12291000
578037,1488542,1001085,CALL,Call,SOLE,1445000
578038,1488542,1001085,PUT,Put,SOLE,193000
578040,1488542,1001115,PUT,Put,SOLE,2000
578041,1488542,1001233,CALL,Call,SOLE,943000
578043,1488542,1001233,PUT,Put,SOLE,276000
578044,1488542,100129,CALL,Call,SOLE,85000
578046,1488542,100129,PUT,Put,SOLE,12000
578047,1488542,1001316,CALL,Call,SOLE,1962000
578049,1488542,1001316,PUT,Put,SOLE,748000
578050,1488542,1001385,CALL,Call,SOLE,38000
578052,1488542,1001385,PUT,Put,SOLE,9000
578053,1488542,1001603,CALL,Call,SOLE,217000
578055,1488542,1001603,PUT,Put,SOLE,1161000
578056,1488542,1001838,CALL,Call,SOLE,1400000
578058,1488542,1001838,PUT,Put,SOLE,814000
578059,1488542,1002047,CALL,Call,SOLE,2768000
578060,1488542,1002047,PUT,Put,SOLE,8591000
578061,1488542,1002517,CALL,Call,SOLE,3673000
578062,1488542,1002517,PUT,Put,SOLE,3219000
578063,1488542,1002638,CALL,Call,SOLE,778000
578064,1488542,1002638,PUT,Put,SOLE,308000
578065,1488542,100291,CALL,Call,SOLE,240000
578067,1488542,100291,PUT,Put,SOLE,1397000
578068,1488542,100295,CALL,Call,SOLE,1000
578069,1488542,1003078,CALL,Call,SOLE,142000
578071,1488542,1003078,PUT,Put,SOLE,109000
578072,1488542,100378,CALL,Call,SOLE,1000
578074,1488542,1003935,CALL,Call,SOLE,212000
578076,1488542,1003935,PUT,Put,SOLE,60000
578077,1488542,1004315,CALL,Call,SOLE,1294000
578078,1488542,1004315,PUT,Put,SOLE,1945000
578079,1488542,1004434,CALL,Call,SOLE,148000
578081,1488542,1004434,PUT,Put,SOLE,180000
578082,1488542,1004655,CALL,Call,SOLE,2074000
578084,1488542,1004655,PUT,Put,SOLE,13477000
578085,1488542,100493,CALL,Call,SOLE,7347000
578087,1488542,100493,PUT,Put,SOLE,27141000
578088,1488542,100498,CALL,Call,SOLE,9016000
578090,1488542,100498,PUT,Put,SOLE,9744000
578091,1488542,100517,CALL,Call,SOLE,98693000
578093,1488542,100517,PUT,Put,SOLE,69662000
578094,1488542,100521,CALL,Call,SOLE,243000
578096,1488542,100521,PUT,Put,SOLE,566000
578097,1488542,1005229,CALL,Call,SOLE,130000
578099,1488542,1005229,PUT,Put,SOLE,4000
578100,1488542,1005284,CALL,Call,SOLE,4505000
578102,1488542,1005284,PUT,Put,SOLE,3251000
578103,1488542,1005286,CALL,Call,SOLE,11000
578104,1488542,1005286,PUT,Put,SOLE,1000
578105,1488542,1005315,CALL,Call,SOLE,10000
578107,1488542,1005315,PUT,Put,SOLE,26000
578108,1488542,1005409,CALL,Call,SOLE,478000
578109,1488542,1005731,CALL,Call,SOLE,238000
578111,1488542,1005731,PUT,Put,SOLE,136000
578113,1488542,1005757,PUT,Put,SOLE,5000
578114,1488542,1005897,CALL,Call,SOLE,1285000
578115,1488542,1005897,PUT,Put,SOLE,1133000
578116,1488542,100591,CALL,Call,SOLE,30000
578117,1488542,100591,PUT,Put,SOLE,4000
578118,1488542,1006045,CALL,Call,SOLE,60000
578120,1488542,1006045,PUT,Put,SOLE,4000
578121,1488542,1006281,CALL,Call,SOLE,53000
578123,1488542,1006281,PUT,Put,SOLE,10000
578124,1488542,1006837,CALL,Call,SOLE,58000
578126,1488542,100726,CALL,Call,SOLE,18000
578128,1488542,100726,PUT,Put,SOLE,71000
578129,1488542,1007648,CALL,Call,SOLE,109710000
578131,1488542,1007648,PUT,Put,SOLE,196839000
578132,1488542,1008114,CALL,Call,SOLE,12508000
578133,1488542,1008114,PUT,Put,SOLE,3414000
578134,1488542,100817,CALL,Call,SOLE,35421000
578136,1488542,100817,PUT,Put,SOLE,60563000
578137,1488542,1008654,CALL,Call,SOLE,230000
578138,1488542,1008654,PUT,Put,SOLE,519000
578139,1488542,1008848,CALL,Call,SOLE,5000
578141,1488542,1008848,PUT,Put,SOLE,23000
578142,1488542,1009001,CALL,Call,SOLE,22931000
578144,1488542,1009001,PUT,Put,SOLE,4527000
578145,1488542,1009225,CALL,Call,SOLE,5966000
578147,1488542,1009225,PUT,Put,SOLE,5292000
578148,1488542,1009759,CALL,Call,SOLE,83000
578150,1488542,1009759,PUT,Put,SOLE,1000
578151,1488542,1010086,CALL,Call,SOLE,109000
578152,1488542,101105,CALL,Call,SOLE,8232000
578154,1488542,101105,PUT,Put,SOLE,4833000
578156,1488542,1012019,CALL,Call,SOLE,255000
578158,1488542,1012019,PUT,Put,SOLE,61000
578159,1488542,1013237,CALL,Call,SOLE,2187000
578160,1488542,1013237,PUT,Put,SOLE,1069000
578161,1488542,101331,CALL,Call,SOLE,7000
578163,1488542,1013462,CALL,Call,SOLE,2045000
578164,1488542,1013462,PUT,Put,SOLE,401000
578165,1488542,1013488,CALL,Call,SOLE,196000
578167,1488542,1013488,PUT,Put,SOLE,283000
578168,1488542,1013605,CALL,Call,SOLE,28000
578170,1488542,1013605,PUT,Put,SOLE,3000
578171,1488542,1013857,CALL,Call,SOLE,615000
578173,1488542,1013857,PUT,Put,SOLE,738000
578174,1488542,1013871,CALL,Call,SOLE,5738000
578176,1488542,1013871,PUT,Put,SOLE,2046000
578177,1488542,101388,CALL,Call,SOLE,153000
578179,1488542,101388,PUT,Put,SOLE,90000
578180,1488542,1014473,CALL,Call,SOLE,3756000
578181,1488542,1014473,PUT,Put,SOLE,1054000
578182,1488542,1014601,CALL,Call,SOLE,143000
578183,1488542,1014601,PUT,Put,SOLE,1913000
578184,1488542,1014739,CALL,Call,SOLE,304000
578185,1488542,1014739,PUT,Put,SOLE,13000
578186,1488542,1014931,CALL,Call,SOLE,2553000
578188,1488542,1014931,PUT,Put,SOLE,2490000
578189,1488542,101538,CALL,Call,SOLE,23000
578191,1488542,101538,PUT,Put,SOLE,65000
578192,1488542,1015598,CALL,Call,SOLE,288000
578194,1488542,1015598,PUT,Put,SOLE,34000
578195,1488542,101565,CALL,Call,SOLE,288000
578197,1488542,101565,PUT,Put,SOLE,34000
578198,1488542,101582,CALL,Call,SOLE,2412000
578200,1488542,101582,PUT,Put,SOLE,1222000
578201,1488542,1015922,CALL,Call,SOLE,745000
578203,1488542,1015922,PUT,Put,SOLE,2890000
578204,1488542,1016076,CALL,Call,SOLE,494000
578206,1488542,1016076,PUT,Put,SOLE,227000
578207,1488542,1016169,CALL,Call,SOLE,60000
578209,1488542,1016169,PUT,Put,SOLE,14000
578210,1488542,1016281,CALL,Call,SOLE,4098000
578212,1488542,1016281,PUT,Put,SOLE,998000
578213,1488542,1016464,CALL,Call,SOLE,7000
578215,1488542,1016464,PUT,Put,SOLE,5000
578217,1488542,101748,CALL,Call,SOLE,352000
578219,1488542,101748,PUT,Put,SOLE,827000
578220,1488542,1017491,CALL,Call,SOLE,41000
578222,1488542,1017491,PUT,Put,SOLE,9000
578223,1488542,101778,CALL,Call,SOLE,11960000
578225,1488542,101778,PUT,Put,SOLE,10173000
578226,1488542,101829,CALL,Call,SOLE,14788000
578227,1488542,101829,PUT,Put,SOLE,21506000
578228,1488542,1018724,CALL,Call,SOLE,1795542000
578229,1488542,1018724,PUT,Put,SOLE,2213334000
578230,1488542,1018735,CALL,Call,SOLE,7000
578232,1488542,1018735,PUT,Put,SOLE,3000
578233,1488542,1018963,CALL,Call,SOLE,62000
578234,1488542,1018963,PUT,Put,SOLE,111000
578235,1488542,1018979,CALL,Call,SOLE,60000
578236,1488542,1019034,CALL,Call,SOLE,83000
578237,1488542,1019034,PUT,Put,SOLE,68000
578238,1488542,1019671,CALL,Call,SOLE,149000
578240,1488542,1019671,PUT,Put,SOLE,266000
578241,1488542,1019849,CALL,Call,SOLE,278000
578243,1488542,1019849,PUT,Put,SOLE,182000
578244,1488542,1020214,CALL,Call,SOLE,139000
578246,1488542,1020214,PUT,Put,SOLE,671000
578247,1488542,102037,CALL,Call,SOLE,620000
578249,1488542,102037,PUT,Put,SOLE,164000
578250,1488542,102071,CALL,Call,SOLE,6000
578252,1488542,102071,PUT,Put,SOLE,77000
578253,1488542,1021162,CALL,Call,SOLE,118000
578255,1488542,1021162,PUT,Put,SOLE,515000
578256,1488542,1021561,CALL,Call,SOLE,30000
578258,1488542,1021561,PUT,Put,SOLE,360000
578259,1488542,1021635,CALL,Call,SOLE,138000
578260,1488542,1021635,PUT,Put,SOLE,3000
578261,1488542,102186,CALL,Call,SOLE,1265000
578263,1488542,102186,PUT,Put,SOLE,577000
578264,1488542,1021882,CALL,Call,SOLE,734000
578266,1488542,1021882,PUT,Put,SOLE,424000
578267,1488542,1022079,CALL,Call,SOLE,7249000
578268,1488542,1022079,PUT,Put,SOLE,2076000
578269,1488542,1022321,CALL,Call,SOLE,720000
578271,1488542,1022321,PUT,Put,SOLE,56000
578272,1488542,1022409,CALL,Call,SOLE,323000
578274,1488542,1022409,PUT,Put,SOLE,133000
578275,1488542,1022652,CALL,Call,SOLE,290000
578277,1488542,1022652,PUT,Put,SOLE,228000
578278,1488542,1022671,CALL,Call,SOLE,5632000
578280,1488542,1022671,PUT,Put,SOLE,4683000
578282,1488542,1022837,PUT,Put,SOLE,4000
578283,1488542,1023024,CALL,Call,SOLE,129000
578285,1488542,1023024,PUT,Put,SOLE,322000
578286,1488542,1023128,CALL,Call,SOLE,356000
578288,1488542,1023128,PUT,Put,SOLE,7394000
578289,1488542,1023364,CALL,Call,SOLE,3000
578291,1488542,1023364,PUT,Put,SOLE,16000
578292,1488542,1023459,CALL,Call,SOLE,28000
578294,1488542,1023459,PUT,Put,SOLE,4000
578295,1488542,1023512,CALL,Call,SOLE,234000
578296,1488542,1023512,PUT,Put,SOLE,75000
578297,1488542,1023514,CALL,Call,SOLE,357000
578299,1488542,1023514,PUT,Put,SOLE,106000
578300,1488542,1023731,CALL,Call,SOLE,35000
578302,1488542,1023731,PUT,Put,SOLE,628000
578303,1488542,1023994,CALL,Call,SOLE,3000
578305,1488542,1023994,PUT,Put,SOLE,276000
578306,1488542,1024131,CALL,Call,SOLE,2065000
578307,1488542,1024131,PUT,Put,SOLE,532000
578308,1488542,1024305,CALL,Call,SOLE,5328000
578310,1488542,1024305,PUT,Put,SOLE,4459000
578311,1488542,1024478,CALL,Call,SOLE,3907000
578313,1488542,1024478,PUT,Put,SOLE,2651000
578314,1488542,1024519,CALL,Call,SOLE,1348000
578316,1488542,1024519,PUT,Put,SOLE,907000
578317,1488542,1024725,CALL,Call,SOLE,1039000
578319,1488542,1024725,PUT,Put,SOLE,464000
578321,1488542,1024795,PUT,Put,SOLE,252000
578322,1488542,1025378,CALL,Call,SOLE,582000
578324,1488542,1025378,PUT,Put,SOLE,500000
578325,1488542,10254,CALL,Call,SOLE,180000
578327,1488542,10254,PUT,Put,SOLE,61000
578328,1488542,1025742,CALL,Call,SOLE,54000
578330,1488542,1025742,PUT,Put,SOLE,16000
578331,1488542,1025996,CALL,Call,SOLE,186000
578332,1488542,1025996,PUT,Put,SOLE,272000
578333,1488542,1026634,CALL,Call,SOLE,2249000
578335,1488542,1026634,PUT,Put,SOLE,387000
578336,1488542,102752,CALL,Call,SOLE,10000
578337,1488542,1027552,CALL,Call,SOLE,3000
578339,1488542,1027552,PUT,Put,SOLE,350000
578340,1488542,1027838,CALL,Call,SOLE,13000
578341,1488542,1027838,PUT,Put,SOLE,195000
578342,1488542,1028918,CALL,Call,SOLE,20000
578344,1488542,1028918,PUT,Put,SOLE,32000
578345,1488542,1029142,CALL,Call,SOLE,2960000
578347,1488542,1029142,PUT,Put,SOLE,1609000
578348,1488542,1029145,CALL,Call,SOLE,628000
578350,1488542,1029145,PUT,Put,SOLE,571000
578351,1488542,1029199,CALL,Call,SOLE,166000
578353,1488542,1029199,PUT,Put,SOLE,3086000
578354,1488542,10298,CALL,Call,SOLE,46000
578355,1488542,10298,PUT,Put,SOLE,8000
578356,1488542,1030469,CALL,Call,SOLE,93000
578358,1488542,1030469,PUT,Put,SOLE,26000
578359,1488542,1030471,CALL,Call,SOLE,9000
578360,1488542,1030894,CALL,Call,SOLE,1000
578362,1488542,1030894,PUT,Put,SOLE,42000
578363,1488542,1031029,CALL,Call,SOLE,51000
578364,1488542,1031203,CALL,Call,SOLE,546000
578366,1488542,1031203,PUT,Put,SOLE,1932000
578368,1488542,1031296,CALL,Call,SOLE,5007000
578370,1488542,1031296,PUT,Put,SOLE,1139000
578371,1488542,1031308,CALL,Call,SOLE,507000
578372,1488542,1031308,PUT,Put,SOLE,9000
578374,1488542,1032033,CALL,Call,SOLE,33000
578376,1488542,1032033,PUT,Put,SOLE,41000
578377,1488542,1032208,CALL,Call,SOLE,608000
578379,1488542,1032208,PUT,Put,SOLE,264000
578380,1488542,103222,CALL,Call,SOLE,167000
578381,1488542,103222,PUT,Put,SOLE,79000
578382,1488542,10329,CALL,Call,SOLE,1000
578384,1488542,10329,PUT,Put,SOLE,50000
578385,1488542,1032975,CALL,Call,SOLE,9485000
578387,1488542,1032975,PUT,Put,SOLE,4635000
578388,1488542,1033012,CALL,Call,SOLE,1047000
578390,1488542,1033012,PUT,Put,SOLE,9000
578391,1488542,1033767,CALL,Call,SOLE,971000
578393,1488542,1033767,PUT,Put,SOLE,5586000
578394,1488542,103379,CALL,Call,SOLE,2474000
578396,1488542,103379,PUT,Put,SOLE,6018000
578397,1488542,1034054,CALL,Call,SOLE,1050000
578399,1488542,1034054,PUT,Put,SOLE,2373000
578400,1488542,1034262,CALL,Call,SOLE,240000
578402,1488542,1034262,PUT,Put,SOLE,180000
578403,1488542,103467,CALL,Call,SOLE,361000
578405,1488542,103467,PUT,Put,SOLE,509000
578406,1488542,103476,CALL,Call,SOLE,8000
578408,1488542,1034842,CALL,Call,SOLE,139000
578410,1488542,1034842,PUT,Put,SOLE,388000
578411,1488542,1034962,CALL,Call,SOLE,25000
578413,1488542,1034962,PUT,Put,SOLE,34000
578414,1488542,1035267,CALL,Call,SOLE,55260000
578416,1488542,1035267,PUT,Put,SOLE,96867000
578417,1488542,1035354,CALL,Call,SOLE,36000
578419,1488542,1035354,PUT,Put,SOLE,35000
578420,1488542,1035443,CALL,Call,SOLE,6198000
578421,1488542,1035443,PUT,Put,SOLE,156000
578422,1488542,1035683,CALL,Call,SOLE,1773000
578424,1488542,1035683,PUT,Put,SOLE,2296000
578425,1488542,1035983,CALL,Call,SOLE,19000
578427,1488542,1035983,PUT,Put,SOLE,59000
578428,1488542,1036044,CALL,Call,SOLE,45000
578430,1488542,1036044,PUT,Put,SOLE,93000
578431,1488542,1036262,CALL,Call,SOLE,27000
578433,1488542,1036262,PUT,Put,SOLE,1000
578434,1488542,1037038,CALL,Call,SOLE,2258000
578436,1488542,1037038,PUT,Put,SOLE,3839000
578437,1488542,1037192,CALL,Call,SOLE,4798000
578439,1488542,1037192,PUT,Put,SOLE,1594000
578440,1488542,10373,CALL,Call,SOLE,1502000
578442,1488542,10373,PUT,Put,SOLE,126000
578443,1488542,103754,CALL,Call,SOLE,645000
578445,1488542,103754,PUT,Put,SOLE,92000
578446,1488542,1037643,CALL,Call,SOLE,48000
578448,1488542,1037646,CALL,Call,SOLE,4412000
578450,1488542,1037646,PUT,Put,SOLE,509000
578451,1488542,1037676,CALL,Call,SOLE,420000
578453,1488542,1037676,PUT,Put,SOLE,867000
578454,1488542,1037868,CALL,Call,SOLE,352000
578455,1488542,1037868,PUT,Put,SOLE,58000
578456,1488542,1037976,CALL,Call,SOLE,592000
578458,1488542,1037976,PUT,Put,SOLE,4632000
578459,1488542,1038074,CALL,Call,SOLE,846000
578461,1488542,1038074,PUT,Put,SOLE,61000
578462,1488542,1038133,CALL,Call,SOLE,18000
578463,1488542,1038357,CALL,Call,SOLE,9021000
578465,1488542,1038357,PUT,Put,SOLE,28009000
578466,1488542,1038523,CALL,Call,SOLE,41000
